conversation_id,conversation_label,baseline_id,backend,mode,turn_index,speaker,SGI,SGI_clipped,Velocity,d_SGI,d_Velocity,phase,manifold_distance,on_manifold,top_symbol,symbol_confidence
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,25,User,0.97728009954095,0.97728009954095,28.994158990008653,-0.07040319860387434,15.525523911010163,T,0.3729280082998272,1,empowerment,0.16502764335724562
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,26,AI,1.034842974494804,1.034842974494804,19.255813981303355,0.05756287495385404,-9.738345008705299,T,0.696262313217731,1,purpose,0.2227207954512441
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,27,User,0.5158385898660871,0.5158385898660871,15.209784082681155,-0.5190043846287169,-4.0460298986222,T,0.8478244785451167,1,introspection,0.2525613622798511
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,28,AI,1.7385949839557193,1.7385949839557193,19.638385321076655,1.2227563940896322,4.428601238395499,G,0.7313300558876039,1,introspection,0.20052357743010263
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,29,User,0.9158033756209814,0.9158033756209814,11.885089896225136,-0.822791608334738,-7.753295424851519,T,0.9413289490556588,1,introspection,0.22809343965749831
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,30,AI,1.0296023137843304,1.0296023137843304,14.548702394675201,0.11379893816334907,2.6636124984500658,T,0.8524934622826482,1,introspection,0.24519301431870433
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,31,User,1.821809410904218,1.821809410904218,29.184399957131685,0.7922070971198876,14.635697562456484,G,0.4671191258409132,1,purpose,0.23859663033816533
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,32,AI,1.2980596102586126,1.2980596102586126,41.623913673647,-0.5237498006456054,12.439513716515318,D,0.11484728721396605,1,introspection,0.20837881651396745
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,33,User,1.2922509445326635,1.2922509445326635,26.2459821454554,-0.005808665725949069,-15.377931528191603,T,0.47536995240205243,1,introspection,0.17098304253892999
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,34,AI,0.38237829480111096,0.38237829480111096,7.971498367215062,-0.9098726497315526,-18.274483778240338,T,1.0926848211659967,1,peace,0.2936480768631299
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,35,User,0.6372980898938775,0.6372980898938775,35.44796511219152,0.2549197950927665,27.476466744976456,T,0.20366886762661568,1,tension,0.19952780281036675
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,36,AI,0.5756138994189633,0.5756138994189633,20.69778356389035,-0.061684190474914136,-14.750181548301168,T,0.6653051797119098,1,peace,0.1943027411635806
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,37,User,0.27751930476195885,0.27751930476195885,10.865529203450409,-0.2980945946570045,-9.832254360439942,T,1.0074092204866498,1,introspection,0.156306545797046
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,38,AI,0.7075794733833056,0.7075794733833056,15.857640813914324,0.4300601686213468,4.992111610463915,T,0.815508966345005,1,introspection,0.19109014302143446
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,39,User,0.700505508800776,0.700505508800776,9.298900638208089,-0.007073964582529624,-6.558740175706236,T,1.0321320099618052,1,harmony,0.20249667810827324
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,40,AI,1.4164370964888593,1.4164370964888593,14.90583645033841,0.7159315876880833,5.606935812130322,T,0.8532852669206485,1,letting go,0.2170632471648833
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,41,User,0.8446466706048842,0.8446466706048842,8.996919001251676,-0.5717904258839751,-5.908917449086735,T,1.0381924940552372,1,peace,0.2201156128683277
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,42,AI,0.7778686595969391,0.7778686595969391,14.219386427597016,-0.06677801100794512,5.2224674263453394,T,0.8669037963521314,1,peace,0.27946270355776
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,43,User,0.8275937658736843,0.8275937658736843,20.243736052841925,0.0497251062767452,6.024349625244909,T,0.6661312095761291,1,introspection,0.2887603582024364
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,44,AI,0.7353443339917487,0.7353443339917487,12.23222500160304,-0.09224943188193557,-8.011511051238886,T,0.9340038620547466,1,introspection,0.25343623817473626
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,mistral-embed,centered,45,User,0.8968152096985367,0.8968152096985367,8.440248642241883,0.16147087570678798,-3.791976359361156,T,1.0558558670165332,1,introspection,0.2176576375745854
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,0,AI,1.0,1.0,0.0,0.0,0.0,T,1.335444970341207,1,introspection,0.2137062141667019
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,1,User,1.0,1.0,16.99743787399252,0.0,16.99743787399252,T,0.7711318927975823,1,curiosity,0.21291131101779548
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,2,AI,0.9535035901445581,0.9535035901445581,21.66635870807356,-0.0464964098554419,4.668920834081039,T,0.6163420384520032,1,introspection,0.24282734636015998
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,3,User,0.8270689156570916,0.8270689156570916,40.2350398896904,-0.12643467448746648,18.56868118161684,D,0.06093739412994655,1,coherence,0.1675307462132046
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,4,AI,0.8505634664030155,0.8505634664030155,18.369628909452164,0.02349455074592388,-21.865410980238234,T,0.7274835596486439,1,introspection,0.22876911216199222
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,5,User,1.2122628181876902,1.2122628181876902,41.92351183049692,0.3616993517846747,23.553882921044757,D,0.093683626022175,1,tension,0.24317094327274277
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,6,AI,5.350853291016382,5.0,24.11991807276547,4.138590472828692,-17.803593757731452,G,1.6236823153088267,0,coherence,0.24086670014365796
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,7,User,0.8749058763474793,0.8749058763474793,26.647212112825006,-4.475947414668903,2.5272940400595374,T,0.4529106022080884,1,coherence,0.2810034797838611
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,8,AI,0.6415933717594382,0.6415933717594382,10.75129001645148,-0.2333125045880411,-15.895922096373527,T,0.9866198271220223,1,resourcefulness,0.28531013813359785
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,9,User,1.741569654375636,1.741569654375636,34.65091353552167,1.0999762826161978,23.89962351907019,G,0.3201904921755156,1,introspection,0.2232514958188273
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,10,AI,1.644947313341998,1.644947313341998,35.47263175893334,-0.09662234103363798,0.821718223411672,G,0.2766507774624976,1,openness,0.25741766609562683
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,11,User,2.199659740888494,2.199659740888494,21.2236026275146,0.5547124275464961,-14.249029131418737,G,0.7593668038368196,1,connection,0.2648913325508576
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,12,AI,0.5830931320192678,0.5830931320192678,5.610002605237305,-1.6165666088692263,-15.613600022277296,T,1.1585453666067298,1,receptivity,0.2500803871181862
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,13,User,0.8738010633308512,0.8738010633308512,6.303263368525485,0.29070793131158335,0.6932607632881798,T,1.1270549481235157,1,coherence,0.3110266343547876
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,14,AI,1.2148575039440688,1.2148575039440688,9.371120631709061,0.3410564406132176,3.0678572631835763,T,1.0271189324190753,1,coherence,0.25477710272835047
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,15,User,1.0172454657054704,1.0172454657054704,18.744085559806457,-0.1976120382385984,9.372964928097396,T,0.7131692713468641,1,dissonance,0.22626859568041496
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,16,AI,0.2829886949764715,0.2829886949764715,6.485859172522801,-0.7342567707289989,-12.258226387283656,T,1.1482564953239767,1,dissonance,0.2382237009140651
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,17,User,1.4142257953234578,1.4142257953234578,14.55229628344519,1.1312371003469863,8.066437110922388,T,0.8647183807725892,1,coherence,0.2118957054910039
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,18,AI,0.8391775584768079,0.8391775584768079,7.713396144814263,-0.57504823684665,-6.838900138630926,T,1.0808476980277644,1,coherence,0.2595090689639524
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,19,User,0.7458376193775054,0.7458376193775054,17.385350534939377,-0.0933399390993025,9.671954390125114,T,0.7635240576904904,1,coherence,0.27553580468459615
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,20,AI,0.6216072606116604,0.6216072606116604,16.043648870225486,-0.12423035876584498,-1.3417016647138915,T,0.8137950327853056,1,introspection,0.23862089234482625
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,21,User,3.6664760040670643,3.6664760040670643,33.72481928757804,3.044868743455404,17.681170417352558,G,0.9640558571941414,1,individuation,0.2540367767108417
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,22,AI,1.0089968157987694,1.0089968157987694,32.871168507949044,-2.6574791882682947,-0.8536507796289996,T,0.2441463563308798,1,resourcefulness,0.21375417306786765
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,23,User,0.9489407248104823,0.9489407248104823,24.858963045143952,-0.060056090988287125,-8.012205462805092,T,0.5104473006283944,1,resourcefulness,0.229172523356977
naturalistic/B10_self_discovery_AI/baseline10,baseline10,B10,nomic,centered,24,AI,1.1883975688069888,1.1883975688069888,18.9206472863414,0.23945684399650646,-5.938315758802553,T,0.7103902725253112,1,individuation,0.25061869949194104
